data_coleta;dia_batalha;conta_tipo;player_tag;player_nome;player_fame;player_posicao;clan_tag;clan_nome;clan_posicao;clan_fame;decks_usados;boat_attacks;deck_1;deck_1_tipo;deck_2;deck_2_tipo;deck_3;deck_3_tipo;deck_4;deck_4_tipo;war_vitorias;war_derrotas;war_medals;war_torre;war_battles_count
2026-05-22;Dia 1;TOP_GLOBAL;#LUP09U8U;WatchAndLearn;0;2;#PG29CVPR;AltınMürettebat;4;500;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;TOP_GLOBAL;#V02QJ0CJR;HSNSBBH;0;3;#PG29CVPR;AltınMürettebat;4;500;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;TOP_GLOBAL;#29UCGYL9G;Eternity™;0;4;#PG29CVPR;AltınMürettebat;4;500;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;TOP_GLOBAL;#PV80GRV2G;SeLaM;0;5;#PG29CVPR;AltınMürettebat;4;500;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#R29LGRGQR;arctic artur;0;7;#QCLPL9VQ;Tropa Do Bruxo;4;802;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#LQCGGU9U;naregs;0;8;#QCLPL9VQ;Tropa Do Bruxo;4;802;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#LYQCVLR8Q;mitio da bala;0;10;#QCLPL9VQ;Tropa Do Bruxo;4;802;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#LL00PUP2R;LORD ESCANOR;0;11;#QCLPL9VQ;Tropa Do Bruxo;4;802;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#8PLRYQG9L;Luca.canhotinho;0;13;#QCLPL9VQ;Tropa Do Bruxo;4;802;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#JG0CG2JRJ;∆Leconha✓π;0;14;#QCLPL9VQ;Tropa Do Bruxo;4;802;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#Q0UQYJLY;Pardal;0;16;#QCLPL9VQ;Tropa Do Bruxo;4;802;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#922UCGLVU;saikinnolargo;0;18;#QCLPL9VQ;Tropa Do Bruxo;4;802;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#CJRJYGQCG;Luanzin者;0;20;#QCLPL9VQ;Tropa Do Bruxo;4;802;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#UQC2V292V;Seu Pai;0;21;#QCLPL9VQ;Tropa Do Bruxo;4;802;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#22RRUVYQ;João Gabriel;0;22;#QCLPL9VQ;Tropa Do Bruxo;4;802;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#YVRCPJP2;eSay;0;23;#QCLPL9VQ;Tropa Do Bruxo;4;802;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#20LLPPJRV;Barbarian;0;25;#QCLPL9VQ;Tropa Do Bruxo;4;802;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#LLLURJ0L2;EL_GRANDE BRUXO;0;27;#QCLPL9VQ;Tropa Do Bruxo;4;802;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#2UGJ8UQP9;LUAN;0;28;#QCLPL9VQ;Tropa Do Bruxo;4;802;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#L8LP88C80;SPARKIE;0;29;#QCLPL9VQ;Tropa Do Bruxo;4;802;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#YQU2GRJ2C;zCacio;0;30;#QCLPL9VQ;Tropa Do Bruxo;4;802;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#P28J0Q0L8;VegartGameRr;0;31;#QCLPL9VQ;Tropa Do Bruxo;4;802;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#RGRL2Y29C;deco;0;32;#QCLPL9VQ;Tropa Do Bruxo;4;802;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#208QY0R0RU;Gugu.;0;33;#QCLPL9VQ;Tropa Do Bruxo;4;802;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#JP2LQYRV9;GaguiN;0;34;#QCLPL9VQ;Tropa Do Bruxo;4;802;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#VVC9C808R;EL7schneider;0;35;#QCLPL9VQ;Tropa Do Bruxo;4;802;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#82PYRV0LU;Schmidtiago;0;36;#QCLPL9VQ;Tropa Do Bruxo;4;802;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#YQYYQRCUV;2B¥;0;37;#QCLPL9VQ;Tropa Do Bruxo;4;802;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#8VUQ28LG8;Victor Hugo;0;38;#QCLPL9VQ;Tropa Do Bruxo;4;802;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#8JPPP8V0G;O Bruxo Cyel;0;40;#QCLPL9VQ;Tropa Do Bruxo;4;802;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#2RPLPPPPG;⛩Vini'hYT⛩;0;41;#QCLPL9VQ;Tropa Do Bruxo;4;802;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#QRLR8JV0V;david;0;42;#QCLPL9VQ;Tropa Do Bruxo;4;802;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#CL9YGJRR0;Nono:);0;44;#QCLPL9VQ;Tropa Do Bruxo;4;802;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#29YL9PYYR;luciano;0;45;#QCLPL9VQ;Tropa Do Bruxo;4;802;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#2JY9QUU2Y;LZ-17;0;46;#QCLPL9VQ;Tropa Do Bruxo;4;802;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#98C28G0UC;KURAMA;0;47;#QCLPL9VQ;Tropa Do Bruxo;4;802;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#Y2V8VR98L;TerraThigas;0;48;#QCLPL9VQ;Tropa Do Bruxo;4;802;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#C8QL92V8C;MAEL;0;3;#G8P20CCY;Peruvian;5;0;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#YUYQVYRLP;Tefit0oo;0;4;#G8P20CCY;Peruvian;5;0;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2220UQQ0UU;#220UJVVU2L;xay;0;2;#R0JVY98R;BLACK「DR4GON;1;3243;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2220UQQ0UU;#20UVCJ2JYU;Gbfenojusto;0;3;#R0JVY98R;BLACK「DR4GON;1;3243;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2220UQQ0UU;#228JP9RULY;patrick grauu;0;5;#R0JVY98R;BLACK「DR4GON;1;3243;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2220UQQ0UU;#2289VUPC0Y;montapuerco3000;0;6;#R0JVY98R;BLACK「DR4GON;1;3243;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2220UQQ0UU;#209Q8C099J;ilovepavlys;0;7;#R0JVY98R;BLACK「DR4GON;1;3243;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2220UQQ0UU;#228UPJCV9R;gabriel;0;8;#R0JVY98R;BLACK「DR4GON;1;3243;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2220UQQ0UU;#V9R82809P;Zxy;0;9;#R0JVY98R;BLACK「DR4GON;1;3243;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2220UQQ0UU;#2220R0VYCL;welinton;0;10;#R0JVY98R;BLACK「DR4GON;1;3243;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2220UQQ0UU;#20UCVC0Q0Q;Hellboy01;0;11;#R0JVY98R;BLACK「DR4GON;1;3243;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2220UQQ0UU;#20C2GJPJPJ;AXEL;0;12;#R0JVY98R;BLACK「DR4GON;1;3243;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2220UQQ0UU;#20UPLVYC2Q;polary da baga;0;13;#R0JVY98R;BLACK「DR4GON;1;3243;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2220UQQ0UU;#20RVP2CLL8;NOBBAO;0;14;#R0JVY98R;BLACK「DR4GON;1;3243;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2220UQQ0UU;#20RCV0Y9CG;brenda;0;15;#R0JVY98R;BLACK「DR4GON;1;3243;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2220UQQ0UU;#20GY8YR928;mclovin9816;0;16;#R0JVY98R;BLACK「DR4GON;1;3243;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2220UQQ0UU;#20RV9L0VQV;F_eslouvato;0;17;#R0JVY98R;BLACK「DR4GON;1;3243;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2220UQQ0UU;#20RL02RUQR;Marcus;0;18;#R0JVY98R;BLACK「DR4GON;1;3243;0;0;;;;;;;;;0;0;0;Tower Princess;0
