data,nome_oponente,tag_oponente,nivel_oponente,trofes_oponente,clan_oponente,resultado,coroas_jogador,coroas_oponente,mudanca_trofes,modo_jogo,tipo_batalha,arena,deck_jogador,deck_oponente,vezes_enfrentado
03/01/2026 23:56,Tobi,#YQUV9PRPL,0,11344,Banana Split,Derrota,0,1,-30,Ladder,PvP,Musketeer Street,Barbarian Barrel | Dart Goblin | Goblin Gang | Ice Spirit | Mini P.E.K.K.A | Musketeer | Rocket | Royal Recruits,Bats | Prince | Skeleton Army | Sparky | Valkyrie | Vines | Wall Breakers | Wizard,1
03/01/2026 23:53,WhippedNickel10,#V8CULV2QL,0,11372,The Council,Derrota,0,1,-30,Ladder,PvP,Musketeer Street,Barbarian Barrel | Dart Goblin | Goblin Gang | Ice Spirit | Mini P.E.K.K.A | Musketeer | Rocket | Royal Recruits,Arrows | Barbarians | Hog Rider | Hunter | Knight | Lightning | Musketeer | The Log,1
03/01/2026 23:46,king_ax,#YGVJVQ2G0,0,11408,SUCIOS,Derrota,0,1,-30,Ladder,PvP,Musketeer Street,Barbarian Barrel | Dart Goblin | Goblin Gang | Ice Spirit | Lightning | Mini P.E.K.K.A | Musketeer | Royal Recruits,Arrows | Dart Goblin | Goblin Gang | Mini P.E.K.K.A | Rascals | Skeleton Barrel | Suspicious Bush | Wall Breakers,1
03/01/2026 23:41,さけどん,#L298RRV9,0,11401,レア交換JAPAN,Derrota,0,1,-33,Ladder,PvP,Musketeer Street,Barbarian Barrel | Dart Goblin | Goblin Gang | Ice Spirit | Lightning | Mini P.E.K.K.A | Musketeer | Royal Recruits,Dart Goblin | Fireball | Goblin Gang | Minions | Mortar | Skeleton Barrel | Skeleton King | The Log,1
03/01/2026 23:35,amirhossein,#PV09CPUR,0,9,the oldest one,Derrota,1,3,0,7xElixir_Friendly_EventDeck,trail,Legendary Arena,Electro Dragon | Firecracker | Giant Skeleton | Goblin Drill | Knight | Rocket | Royal Recruits | Tornado,Arrows | Electro Dragon | Executioner | Firecracker | Giant Skeleton | Goblin Barrel | Mirror | Spirit Empress,1
03/01/2026 23:32,gay,#UPPL0CLYJ,0,8,Hog Humpers,Vitoria,3,1,1,7xElixir_Friendly_EventDeck,trail,Legendary Arena,Electro Dragon | Firecracker | Giant Skeleton | Goblin Drill | Knight | Rocket | Royal Recruits | Tornado,Bomb Tower | Electro Dragon | Electro Spirit | Elixir Golem | Hog Rider | Mega Knight | Rocket | Tornado,1
03/01/2026 23:30,Medhat,#8YGVC0QY0,0,8,Egyptian Killer,Derrota,0,3,0,7xElixir_Friendly_EventDeck,trail,Legendary Arena,Electro Dragon | Firecracker | Giant Skeleton | Goblin Drill | Knight | Rocket | Royal Recruits | Tornado,Arrows | Battle Healer | Electro Dragon | Elixir Golem | Firecracker | Furnace | Mega Knight | Poison,1
03/01/2026 23:28,Ral3x,#8L0G8CR8C,0,7,Guate Empire,Vitoria,3,0,1,7xElixir_Friendly_EventDeck,trail,Legendary Arena,Electro Dragon | Firecracker | Giant Skeleton | Goblin Drill | Knight | Rocket | Royal Recruits | Tornado,Battle Healer | Electro Dragon | Elixir Golem | Firecracker | Mirror | Rage | Rocket | Tornado,1
03/01/2026 23:26,miguel,#Q09LVP2V,0,7,IPN,Derrota,0,3,0,7xElixir_Friendly_EventDeck,trail,Legendary Arena,Battle Healer | Bowler | Electro Dragon | Elixir Golem | Firecracker | Mirror | Rocket | Tornado,Electro Dragon | Firecracker | Giant Skeleton | Goblin Drill | Knight | Rocket | Royal Recruits | Tornado,1
03/01/2026 23:24,deleted,#PY2GV0GG2,0,7,CGi GODS,Derrota,0,3,0,7xElixir_Friendly_EventDeck,trail,Legendary Arena,Baby Dragon | Battle Healer | Electro Dragon | Elixir Golem | Giant Skeleton | Graveyard | Rocket | Tornado,Battle Healer | Bowler | Electro Dragon | Elixir Golem | Firecracker | Mirror | Rocket | Tornado,1
03/01/2026 23:23,ramber,#JCJCGUYJL,0,7,yo y los jijija,Derrota,1,3,0,7xElixir_Friendly_EventDeck,trail,Legendary Arena,Baby Dragon | Battle Healer | Electro Dragon | Elixir Golem | Giant Skeleton | Graveyard | Rocket | Tornado,Bomb Tower | Executioner | Giant Skeleton | Goblin Barrel | Knight | Mirror | Rocket | Tornado,1
03/01/2026 23:17,L simoes,#8VG9J9JJ9,0,7,Loading...,Derrota,0,3,0,7xElixir_Friendly_EventDeck,trail,Legendary Arena,Baby Dragon | Battle Healer | Electro Dragon | Elixir Golem | Giant Skeleton | Magic Archer | Poison | Tornado,Bomb Tower | Bowler | Executioner | Giant Skeleton | Goblin Drill | Poison | Rocket | Tornado,1
03/01/2026 23:15,Thomasss,#G2JPQQ08V,0,6,2v2,Vitoria,2,1,1,7xElixir_Friendly_EventDeck,trail,Legendary Arena,Baby Dragon | Battle Healer | Electro Dragon | Elixir Golem | Giant Skeleton | Magic Archer | Poison | Tornado,Bomb Tower | Bowler | Executioner | Giant Skeleton | Goblin Drill | Poison | Rocket | Tornado,1
03/01/2026 23:09,¿¡©®©¡¿,#YL002CYPV,0,6,los russy,Derrota,0,3,0,7xElixir_Friendly_EventDeck,trail,Legendary Arena,Baby Dragon | Battle Healer | Electro Dragon | Elixir Golem | Giant Skeleton | Magic Archer | Poison | Tornado,Bomb Tower | Bowler | Executioner | Giant Skeleton | Goblin Drill | Poison | Rocket | Tornado,1
03/01/2026 22:33,antonio,#LU9PUYV0,0,6,THE SURVIVORS,Derrota,0,3,0,7xElixir_Friendly_EventDeck,trail,Legendary Arena,Barbarian Barrel | Dart Goblin | Goblin Gang | Ice Spirit | Lightning | Mini P.E.K.K.A | Musketeer | Royal Recruits,Baby Dragon | Battle Healer | Electro Dragon | Elixir Golem | Giant Skeleton | Magic Archer | Poison | Tornado,1
03/01/2026 15:41,Lucho,#9QR080GY,0,6,BIG SHOW ||,Derrota,0,3,0,7xElixir_Friendly_EventDeck,trail,Legendary Arena,Barbarian Barrel | Dart Goblin | Goblin Gang | Ice Spirit | Lightning | Mini P.E.K.K.A | Musketeer | Royal Recruits,Arrows | Battle Healer | Electro Dragon | Elixir Golem | Executioner | Giant Skeleton | Poison | Tornado,1
03/01/2026 15:34,Superman,#99P2VLPC,0,5,Україна,Vitoria,3,2,1,7xElixir_Friendly_EventDeck,trail,Legendary Arena,Barbarian Barrel | Dart Goblin | Goblin Gang | Ice Spirit | Lightning | Mini P.E.K.K.A | Musketeer | Royal Recruits,Arrows | Goblin Drill | Mega Knight | Mini P.E.K.K.A | Rocket | Skeleton Army | Witch | Wizard,1
03/01/2026 06:45,Dazed,#P89C8CL0,0,11380,808 L3G3NDS,Vitoria,3,0,26,Ladder,PvP,Musketeer Street,Barbarian Barrel | Dart Goblin | Goblin Gang | Ice Spirit | Lightning | Mini P.E.K.K.A | Musketeer | Royal Recruits,Arrows | Bomber | Goblin Barrel | Goblin Gang | Knight | Lumberjack | Minions | The Log,1
